file_name,text,id
sunset_37.jpg,"Photo of a modern architectural building at sunset, with warm light illuminating the wooden texture and casting long shadows over the grassy field, as people play in the foreground.",37
sunset_38.jpg,"Photo of a futuristic architectural structure silhouetted against a vibrant sunset, with sharp angular shapes and the sun setting behind, casting dramatic light over the scene.",38
sunset_39.jpg,"Photo of a modern architectural structure with a helicopter pad at sunset, bathed in warm golden light, overlooking the calm ocean with soft reflections on the water.",39
sunset_40.jpg,"Photo of a white architectural structure silhouetted against a golden sunset, with soft reflections on the calm ocean waters and distant hills in the background.",40
sunset_41.jpg,"Photo of a modern architectural structure silhouetted against a vibrant pink sunset, with the sun setting behind distant mountains and soft light reflecting on the building's curved surface.",41
sunset_42.jpg,"Photo of a sailboat gliding across calm waters at sunset, with warm golden hues casting a soft glow over the scene and silhouetting the palm trees and other boats in the harbor.",42
sunset_43.jpg,"Photo of a bridge silhouetted against a vibrant orange sunset, with the sun perfectly positioned between the arches and its reflection shimmering across the calm water below.",43
sunset_44.jpg,"Photo of a modern, futuristic structure silhouetted against a dramatic orange sunset on a beach, with the sun hanging low on the horizon and surfers walking along the shoreline.",44
sunset_45.jpg,"Photo of a modern building silhouetted behind tall trees at dusk, with soft light reflecting off the water and casting a serene, tranquil atmosphere over the scene.",45
sunset_46.jpg,"Photo of a futuristic structure perched on a snowy mountain peak, bathed in the soft, warm light of the setting sun, with the full moon rising in the background, casting a gentle, cool glow across the snow-covered landscape.",46
sunset_47.jpg,"Photo of a sleek, modern building illuminated by the warm, golden light of sunset, with a lone figure standing on the curved balcony, gazing out as birds fly across the sky. The soft hues of orange and pink fill the sky, casting a gentle glow on the reflective surface of the building.",47
sunset_48.jpg,"Photo of modern architectural structures silhouetted against a vibrant, deep orange sunset, with the warm hues of the sky creating a striking contrast. The buildings’ outlines are sharp and dark, with trees and small details barely visible against the glowing backdrop. Birds fly gracefully across the sky, adding a sense of movement to the peaceful scene.",48
sunset_49.jpg,"Photo of a person standing on a balcony as the sun sets behind modern, arch-shaped buildings, casting a warm pink glow across the scene.",49
sunset_50.jpg,"Photo of a suburban landscape with a glowing full moon rising behind modern buildings, bathed in soft purple and pink hues during the early evening.",50
sunset_51.jpg,"Photo of a futuristic, stacked skyscraper at sunset, with the soft light reflecting off its layered surfaces, creating a striking silhouette against the mountainous backdrop.",51
sunset_52.jpg,"Photo of modern skyscrapers reflecting the warm hues of the sunset, with glass facades shimmering as the light casts a golden glow over the city skyline.",52
sunset_53.jpg,"Photo of a sleek, curved modern building with layered terraces, with people enjoying the outdoor spaces and soft sunset light casting long shadows.",53
sunset_54.jpg,"Photo of a modern house on a hillside, bathed in soft sunset light, with natural landscaping and a peaceful atmosphere.",54
sunset_55.jpg,"Photo of a modern cityscape at sunset, with a striking architectural building by the water, a bridge in the foreground, and vibrant clouds in the sky.",55
sunset_56.jpg,"Photo of a modern building by the water, bathed in warm sunset light, with people walking along the shoreline and reflections shimmering on the surface.",56
sunset_57.jpg,"Photo of a sleek, modern building set in a desert landscape at sunset, with people gathered outside and soft, warm light illuminating the structure.",57
sunset_58.jpg,"Photo of a modern circular building overlooking the sea at sunset, with three people standing on the hill, and the sun reflecting on the water.",58
sunset_59.jpg,"Photo of a modern round house by the water at dusk, with two people wading in the calm lake and soft purple hues in the sky.",59
sunset_60.jpg,"Photo of a modern house with a curved roof, featuring large windows reflecting a vibrant sunset, casting soft colors inside the space.",60
sunset_61.jpg,"Photo of a modern house with large windows, featuring a curved roof and a scenic view of the surrounding landscape, illuminated by soft sunset light.",61
